Source_Name,Distance_Mpc,Redshift_Velocity,Distance_Method,RA,Dec,Gal_Lon,Gal_Lat,Frame_Dragging_Effect
1736826,218.675,14386.0,DMfp,240.9209,25.4445,41.9979,47.1404,nan
1736857,276.567,22481.0,DMfp,219.7452,25.4472,35.0594,65.8817,nan
1736892,529.42,21891.0,DMfp,213.9440,25.4481,32.6223,71.0439,nan
1736946,478.41,28413.0,DMfp,125.3899,25.4495,197.8556,30.2567,nan
1737049,310.313,25843.0,DMfp,240.7641,25.4531,41.9624,47.2801,nan
1737076,329.458,26127.0,DMfp,130.0206,25.4533,199.3192,34.2504,nan
1737092,251.073,20381.0,DMfp,223.9013,25.4536,36.5863,62.1889,nan
1737172,364.586,22953.0,DMfp,209.7127,25.4551,30.4133,74.8096,nan
1737355,204.08,19430.0,DMfp,201.1110,25.4606,22.0803,82.4183,nan
1737512,217.671,14049.0,DMfp,176.3483,25.4652,215.6197,75.1153,nan
1737847,396.096,26810.0,DMfp,220.0476,25.4746,35.2397,65.6176,nan
1737851,420.533,22587.0,DMfp,203.3528,25.4742,25.3168,80.4518,nan
1737882,173.7,21938.0,DMfp,225.6237,25.4756,37.2219,60.6637,nan
1737934,149.211,10518.0,DMfp,179.1842,25.4767,217.5264,77.6362,nan
1737953,143.814,9222.0,DMfp,216.5943,25.4770,33.8780,68.6901,nan
1737987,332.506,24402.0,DMfp,114.1055,25.4780,194.0657,20.6609,nan
1738223,97.409,7813.0,DMtf,21.0885,25.4836,132.2169,-36.7940,nan
1738567,166.648,12360.0,DMfp,241.9299,25.4926,42.3730,46.2651,nan
1738702,422.474,26691.0,DMfp,177.8307,25.4961,216.4542,76.4382,nan
1738736,304.649,21730.0,DMfp,241.0125,25.4971,42.1010,47.0719,nan
1738757,261.698,23680.0,DMfp,194.1945,25.4980,339.5108,87.9777,nan
1738851,91.749,9927.0,DMtf,224.6153,25.5001,36.9295,61.5633,nan
1738874,41.553,3181.0,DMtf,172.8419,25.5011,213.5871,72.0023,nan
1738903,120.393,11148.0,DMtf,245.3546,25.5016,43.4240,43.2653,nan
1739159,353.021,27336.0,DMfp,240.6990,25.5091,42.0231,47.3500,nan
1739208,233.238,15278.0,DMfp,140.4676,25.5103,202.4595,43.3579,nan
1739538,80.279,6472.0,DMtf,156.8159,25.5184,207.4799,57.7636,nan
1739569,267.793,19148.0,DMfp,224.4616,25.5195,36.9173,61.7032,nan
1739574,414.763,23465.0,DMfp,214.3146,25.5199,33.0094,70.7260,nan
1739718,114.235,8972.0,DMfp,207.0918,25.5236,28.9677,77.1504,nan
1739846,56.833,2129.0,DMtf,177.6660,25.5263,216.2169,76.2972,nan
1739860,226.882,19138.0,DMfp,203.2161,25.5270,25.4723,80.5836,nan
1739881,605.062,26990.0,DMfp,234.0618,25.5281,40.0244,53.2020,nan
1740074,461.105,27239.0,DMfp,127.8028,25.5340,198.5294,32.3589,nan
1740300,116.038,9803.0,DMtf,209.4032,25.5397,30.5491,75.0994,nan
1740351,259.298,16084.0,DMfp,153.1816,25.5415,206.2901,54.5518,nan
1740463,356.287,22852.0,DMfp,215.7934,25.5445,33.7273,69.4140,nan
1740478,274.031,19177.0,DMfp,203.3674,25.5449,25.7504,80.4536,nan
1740490,40.794,4669.0,DMtf,217.0012,25.5456,34.2303,68.3394,nan
1740517,434.31,23456.0,DMfp,228.6577,25.5459,38.3557,57.9862,nan
1740559,235.396,20639.0,DMfp,173.4645,25.5477,213.7423,72.5641,nan
1740830,605.062,28282.0,DMfp,217.6434,25.5552,34.5129,67.7697,nan
1740868,260.495,22848.0,DMfp,215.9457,25.5560,33.8238,69.2803,nan
1740898,387.079,27778.0,DMfp,217.8758,25.5571,34.6093,67.5633,nan
1740942,246.49,23568.0,DMfp,213.8562,25.5584,32.9172,71.1403,nan
1740959,100.879,8510.0,DMfp,125.7191,25.5584,197.8407,30.5728,nan
1741099,169.746,19510.0,DMfp,221.1253,25.5625,35.8430,64.6745,nan
1741133,203.142,9344.0,DMfp,239.1981,25.5636,41.6478,48.6820,nan
1741232,225.84,22229.0,DMfp,125.3752,25.5659,197.7226,30.2797,nan
1741290,97.23,6538.0,DMfp,178.5277,25.5674,216.6315,77.0699,nan
1741345,226.882,17862.0,DMfp,238.1188,25.5694,41.3296,49.6332,nan
1741399,236.483,13194.0,DMfp,130.8100,25.5706,199.4288,34.9668,nan
1741450,192.221,15364.0,DMfp,150.7235,25.5721,205.4810,52.3868,nan
1741471,122.405,8242.0,DMfp,169.4526,25.5728,211.8603,68.9978,nan
1741509,75.823,6662.0,DMfp,154.9069,25.5740,206.7734,56.0841,nan
1741603,362.911,20569.0,DMfp,212.8339,25.5770,32.4987,72.0531,nan
1741605,357.932,27766.0,DMfp,217.8707,25.5772,34.6593,67.5712,nan
1741606,224.802,12112.0,DMfp,243.6448,25.5770,43.0086,44.7808,nan
1741764,158.416,16117.0,DMfp,207.0168,25.5819,29.1729,77.2273,nan
1741772,267.793,25878.0,DMfp,129.1740,25.5820,198.9056,33.5558,nan
1742269,323.445,23963.0,DMfp,160.7072,25.5959,208.6035,61.2284,nan
1742345,180.219,12284.0,DMfp,247.2177,25.5978,44.1146,41.6606,nan
1742639,264.119,15289.0,DMfp,169.2286,25.6058,211.6783,68.8039,nan
1742649,192.575,12142.0,DMtf,335.0276,25.6055,84.9887,-25.9015,nan
1742692,133.598,13310.0,DMfp,248.4478,25.6066,44.4984,40.5895,nan
1742715,341.822,21244.0,DMfp,173.4248,25.6078,213.5250,72.5385,nan
1742740,246.49,20621.0,DMfp,223.9940,25.6081,36.9436,62.1341,nan
1742752,131.401,7857.0,DMtf,21.0733,25.6086,132.1753,-36.6728,nan
1742908,410.96,29640.0,DMfp,217.7712,25.6123,34.7114,67.6654,nan
1742974,436.315,24071.0,DMfp,218.5289,25.6136,35.0061,66.9917,nan
1742984,266.563,26930.0,DMfp,190.5914,25.6134,249.1260,87.4655,nan
1742996,286.946,25141.0,DMfp,223.7203,25.6146,36.8648,62.3781,nan
1742998,357.932,27248.0,DMfp,192.2974,25.6143,284.4087,88.4044,nan
1743004,416.677,22907.0,DMfp,203.1936,25.6142,25.9697,80.6212,nan
1743011,512.625,27265.0,DMfp,234.7148,25.6145,40.3653,52.6433,nan
1743033,132.984,13319.0,DMfp,248.4849,25.6151,44.5204,40.5594,nan
1743083,494.083,26812.0,DMfp,176.7695,25.6167,215.2860,75.5156,nan
1743407,158.416,9436.0,DMfp,175.4808,25.6255,214.5184,74.3708,nan
1743730,183.569,13786.0,DMfp,195.1412,25.6339,357.2742,87.4680,nan
1743775,394.276,25275.0,DMfp,158.8767,25.6350,207.9245,59.6118,nan
1743835,321.959,19222.0,DMfp,209.6589,25.6344,31.0581,74.8875,nan
1743877,311.745,22098.0,DMfp,239.1688,25.6383,41.7493,48.7243,nan
1743930,613.479,22255.0,DMfp,204.6088,25.6393,27.5264,79.3739,nan
1743962,307.468,22337.0,DMfp,204.6863,25.6398,27.5984,79.3053,nan
1744169,432.315,25894.0,DMfp,149.0620,25.6450,204.8609,50.9370,nan
1744344,471.846,26350.0,DMfp,125.0576,25.6492,197.5294,30.0325,nan
1744451,125.256,9909.0,DMfp,230.1812,25.6522,39.0315,56.6574,nan
1744452,465.372,26944.0,DMfp,239.4747,25.6526,41.8624,48.4584,nan
1744512,316.082,23673.0,DMfp,194.3054,25.6547,344.5677,88.0381,nan
1744564,296.347,21883.0,DMfp,237.0927,25.6555,41.1506,50.5553,nan
1744613,283.009,26141.0,DMfp,131.1685,25.6568,199.4387,35.3013,nan
1744750,212.716,16126.0,DMfp,207.0846,25.6604,29.5694,77.1805,nan
1744765,168.5,12310.0,DMtf,28.5579,25.6603,140.2727,-35.0880,nan
1744897,338.688,22738.0,DMfp,122.1835,25.6643,196.5870,27.5769,nan
1745086,199.434,22458.0,DMfp,208.2726,25.6693,30.3791,76.1262,nan
1745252,334.041,24994.0,DMfp,220.8012,25.6737,35.9848,64.9813,nan
1745312,212.716,16038.0,DMfp,207.0202,25.6754,29.5921,77.2402,nan
1745528,454.779,22364.0,DMfp,217.4128,25.6800,34.7497,67.9952,nan
1745581,179.391,13423.0,DMfp,231.1390,25.6807,39.3792,55.8155,nan
1745662,235.396,17927.0,DMfp,169.5425,25.6831,211.5926,69.0956,nan
1745706,28.223,2693.0,DMtf,132.4861,25.6841,199.8119,36.4500,nan
1745911,420.533,27316.0,DMfp,128.1202,25.6892,198.4532,32.6780,nan
1745923,321.959,27546.0,DMfp,233.9238,25.6892,40.2460,53.3567,nan
1745926,271.519,17555.0,DMfp,174.1376,25.6895,213.5990,73.1858,nan
1745973,272.772,19786.0,DMfp,142.3144,25.6907,202.7714,45.0181,nan
1745994,401.606,25068.0,DMfp,224.4111,25.6910,37.2570,61.7782,nan
1746016,567.283,29883.0,DMfp,245.4877,25.6915,43.7169,43.1952,nan
1746045,262.906,20034.0,DMfp,147.0054,25.6927,204.1702,49.1365,nan
1746118,269.03,16165.0,DMfp,159.7275,25.6942,208.0834,60.3769,nan
1746125,228.981,22095.0,DMfp,220.9680,25.6944,36.0919,64.8366,nan
1746157,220.699,16889.0,DMfp,250.9845,25.6951,45.3788,38.4044,nan
1746183,351.399,21570.0,DMfp,177.5822,25.6956,215.4600,76.2511,nan
1746266,245.358,14320.0,DMfp,168.8525,25.6984,211.2775,68.4841,nan
1746292,232.167,14631.0,DMfp,260.1790,25.6987,48.2354,30.4615,nan
1746320,244.231,16885.0,DMfp,226.1689,25.6994,37.8481,60.2204,nan
1746339,272.772,23205.0,DMfp,203.2189,25.6995,26.5103,80.6155,nan
1746411,200.724,12206.0,DMtf,219.8894,25.7016,35.7255,65.7964,nan
1746429,246.49,17145.0,DMfp,250.8846,25.7019,45.3567,38.4930,nan
1746454,362.911,23848.0,DMfp,225.1683,25.7026,37.5298,61.1085,nan
1746564,143.153,11788.0,DMfp,241.0545,25.7053,42.4114,47.0824,nan
1746702,361.243,28493.0,DMfp,218.4869,25.7094,35.2323,67.0446,nan
1746742,262.906,22132.0,DMfp,216.6051,25.7099,34.5152,68.7185,nan
1746748,258.107,14863.0,DMfp,245.9939,25.7103,43.8935,42.7575,nan
1746863,155.525,10441.0,DMfp,230.0648,25.7132,39.1043,56.7720,nan
1746866,401.606,25204.0,DMfp,158.6384,25.7134,207.6960,59.4147,nan
1747000,442.385,29668.0,DMfp,245.6273,25.7171,43.7927,43.0794,nan
1747031,76.313,6943.0,DMtf,228.6748,25.7171,38.6784,58.0030,nan
1747170,117.978,10385.0,DMfp,229.8407,25.7214,39.0497,56.9718,nan
1747230,183.569,19667.0,DMfp,155.9667,25.7228,206.8391,57.0504,nan
1747485,253.396,18866.0,DMfp,209.7644,25.7284,31.4711,74.8088,nan
1747622,214.684,15927.0,DMfp,207.0591,25.7327,29.8739,77.2153,nan
1747629,168.19,14146.0,DMfp,246.4271,25.7325,44.0524,42.3845,nan
1747658,335.583,16140.0,DMfp,226.1179,25.7336,37.8995,60.2717,nan
1747706,517.369,26403.0,DMfp,128.0937,25.7347,198.3933,32.6685,nan
1747821,186.123,16746.0,DMfp,162.5572,25.7372,208.9246,62.8952,nan
1748377,465.372,27175.0,DMfp,240.4690,25.7511,42.3030,47.6066,nan
1748393,80.649,5990.0,DMtf,178.0107,25.7511,215.4918,76.6412,nan
1748559,243.108,16854.0,DMfp,252.0385,25.7556,45.7732,37.5051,nan
1748596,299.089,26330.0,DMfp,240.2871,25.7568,42.2570,47.7677,nan
1748738,214.092,13904.0,DMtf,237.8552,25.7609,41.5399,49.9065,nan
1748773,184.417,15502.0,DMfp,176.4954,25.7612,214.5623,75.2951,nan
1748859,292.281,29909.0,DMfp,245.4775,25.7633,43.8095,43.2214,nan
1748959,407.193,20536.0,DMfp,247.0842,25.7656,44.2922,41.8189,nan
1749004,387.079,21271.0,DMfp,239.1558,25.7667,41.9355,48.7639,nan
1749165,230.038,21298.0,DMfp,238.9173,25.7708,41.8707,48.9743,nan
1749187,210.766,17965.0,DMfp,210.6128,25.7693,32.0635,74.0602,nan
1749246,359.584,29578.0,DMfp,262.8130,25.7724,49.1589,28.2284,nan
1749525,654.335,27840.0,DMfp,219.9711,25.7799,35.9428,65.7364,nan
1749529,142.758,9259.0,DMtf,351.5018,25.7793,99.8483,-33.2344,nan
1749571,426.383,26793.0,DMfp,240.2353,25.7807,42.2764,47.8183,nan
1749619,213.698,14657.0,DMfp,151.9026,25.7817,205.4983,53.4700,nan
1749938,412.857,24793.0,DMfp,223.4728,25.7898,37.1560,62.6279,nan
1749993,281.709,21283.0,DMfp,173.7078,25.7916,213.0491,72.8192,nan
1750211,129.36,10214.0,DMfp,225.6217,25.7969,37.8672,60.7227,nan
1750220,132.008,6717.0,DMtf,161.4531,25.7969,208.4335,61.9253,nan
1750316,320.479,25637.0,DMfp,133.1327,25.7992,199.8712,37.0417,nan
1750328,514.991,29274.0,DMfp,121.6439,25.7998,196.2671,27.1598,nan
1750349,293.63,20738.0,DMfp,231.9831,25.8004,39.8443,55.0924,nan
1750511,366.269,28955.0,DMfp,254.0394,25.8042,46.4420,35.7845,nan
1750703,90.908,6942.0,DMtf,177.8603,25.8094,215.1515,76.5166,nan
1750739,405.322,24880.0,DMfp,190.3477,25.8101,242.7501,87.3938,nan
1750833,223.769,21616.0,DMfp,230.4167,25.8128,39.3903,56.4794,nan
1750883,385.301,26901.0,DMfp,117.4342,25.8144,194.8622,23.5890,nan
1750896,210.766,12746.0,DMfp,247.5103,25.8146,44.4831,41.4594,nan
1750927,456.878,22375.0,DMfp,142.6635,25.8160,202.7023,45.3530,nan
1750991,232.167,14610.0,DMfp,245.6464,25.8171,43.9313,43.0868,nan
1751054,279.126,20042.0,DMfp,202.9173,25.8184,26.9219,80.9046,nan
1751056,221.718,20970.0,DMfp,231.9196,25.8188,39.8567,55.1520,nan
1751072,179.391,14331.0,DMfp,119.3413,25.8188,195.4925,25.2070,nan
1751124,334.041,21492.0,DMfp,175.0458,25.8209,213.5848,74.0143,nan
1751205,236.483,20927.0,DMfp,122.4507,25.8231,196.5036,27.8556,nan
1751220,168.966,11958.0,DMfp,155.6735,25.8232,206.5680,56.8096,nan
1751242,436.315,26232.0,DMfp,178.0883,25.8236,215.2287,76.7216,nan
1751290,374.8,28364.0,DMfp,163.5876,25.8244,209.0771,63.8245,nan
1751350,324.938,22304.0,DMfp,203.4183,25.8257,27.4663,80.4624,nan
1751366,141.84,9670.0,DMfp,173.9312,25.8267,213.0343,73.0231,nan
1751367,335.583,23273.0,DMfp,204.6241,25.8261,28.5375,79.3932,nan
1751534,367.959,22970.0,DMfp,202.6747,25.8308,26.7437,81.1216,nan
1751543,290.938,19500.0,DMfp,198.0061,25.8312,18.3651,85.2146,nan
1751684,184.417,19395.0,DMfp,209.5731,25.8348,31.7730,74.9953,nan
1751685,304.649,20546.0,DMfp,231.9074,25.8350,39.8808,55.1660,nan
1751857,128.766,7545.0,DMfp,196.2127,25.8393,10.4441,86.7338,nan
1751901,187.845,15080.0,DMfp,168.8227,25.8409,210.8824,68.4799,nan
1751972,186.123,15134.0,DMfp,168.6960,25.8424,210.8307,68.3674,nan
1752097,196.698,20892.0,DMfp,193.8258,25.8457,337.1408,88.4531,nan
1752420,405.322,24650.0,DMfp,235.8542,25.8533,41.0888,51.6876,nan
1752592,275.296,18427.0,DMfp,118.5819,25.8582,195.2000,24.5757,nan
1752756,334.041,22309.0,DMfp,239.1844,25.8627,42.0861,48.7593,nan
1752857,227.929,12389.0,DMfp,243.2036,25.8646,43.2725,45.2346,nan
1752870,378.268,29712.0,DMfp,217.8547,25.8655,35.4002,67.6313,nan
1752937,469.678,28156.0,DMfp,218.9366,25.8671,35.7913,66.6698,nan
1752980,300.469,23619.0,DMfp,183.3657,25.8676,219.2306,81.4127,nan
1753152,76.313,6403.0,DMtf,352.9285,25.8717,101.3160,-33.6317,nan
1753193,394.276,28342.0,DMfp,234.1039,25.8727,40.6010,53.2343,nan
1753201,251.073,15832.0,DMfp,206.9490,25.8735,30.4338,77.3354,nan
1753226,132.617,11910.0,DMtf,26.9754,25.8735,138.5257,-35.2827,nan
1753387,356.287,22316.0,DMfp,239.1024,25.8758,42.0813,48.8343,nan
1753426,394.276,26349.0,DMfp,240.2727,25.8792,42.4305,47.8073,nan
1753453,414.763,29211.0,DMfp,234.2030,25.8795,40.6415,53.1484,nan
1753689,198.518,21098.0,DMfp,239.1867,25.8855,42.1206,48.7623,nan
1753964,241.991,14516.0,DMfp,119.2980,25.8915,195.4024,25.1943,nan
1753975,498.655,25584.0,DMfp,179.9530,25.8921,216.1251,78.3900,nan
1754110,208.833,16821.0,DMfp,250.8144,25.8956,45.5746,38.6048,nan
1754160,512.625,29368.0,DMfp,133.3161,25.8967,199.8091,37.2270,nan
1754183,261.698,14543.0,DMfp,223.2313,25.8968,37.3075,62.8600,nan
1754198,465.372,28448.0,DMfp,201.8147,25.8974,26.2193,81.8945,nan
1754352,308.887,20305.0,DMfp,231.1276,25.9010,39.7610,55.8674,nan
1754456,341.822,25974.0,DMfp,129.9085,25.9034,198.7622,34.2817,nan
1754683,275.296,25055.0,DMfp,177.9530,25.9086,214.7843,76.6141,nan
1755085,142.758,10018.0,DMtf,211.1129,25.9182,32.8339,73.6373,nan
1755093,364.586,26996.0,DMfp,233.0589,25.9183,40.3664,54.1652,nan
1755216,314.63,18988.0,DMfp,207.0887,25.9207,30.7319,77.2183,nan
1755252,378.268,17818.0,DMfp,244.4241,25.9201,43.7080,44.1797,nan
1755292,168.966,11516.0,DMfp,215.7810,25.9223,34.7853,69.4841,nan
1755308,243.108,19430.0,DMfp,130.6876,25.9231,198.9783,34.9599,nan
1755415,357.932,23736.0,DMfp,252.8010,25.9254,46.2099,36.8897,nan
1755428,236.483,21202.0,DMfp,144.8667,25.9261,203.1955,47.3090,nan
1755457,410.96,22665.0,DMfp,203.7308,25.9261,28.3405,80.2024,nan
1755879,354.65,26632.0,DMfp,128.4507,25.9366,198.2743,33.0346,nan
1756017,194.895,14896.0,DMfp,168.8457,25.9397,210.6242,68.5152,nan
1756061,385.301,24070.0,DMfp,159.2493,25.9403,207.4448,59.9959,nan
1756076,262.906,23128.0,DMfp,212.9108,25.9410,33.7001,72.0406,nan
1756141,206.919,10786.0,DMfp,216.3519,25.9422,35.0547,68.9793,nan
1756306,191.337,22094.0,DMfp,212.4305,25.9466,33.5147,72.4689,nan
1756438,297.715,21054.0,DMfp,238.2206,25.9494,41.9330,49.6251,nan
1756587,485.065,29061.0,DMfp,135.5443,25.9526,200.4102,39.1752,nan
1756673,349.784,28332.0,DMfp,262.2701,25.9539,49.1806,28.7493,nan
1756727,260.495,23828.0,DMfp,163.9458,25.9551,208.9015,64.1636,nan
1756874,163.606,15297.0,DMfp,248.7364,25.9588,45.0330,40.4274,nan
1756926,196.698,15887.0,DMfp,148.5088,25.9605,204.2092,50.5158,nan
1756948,424.424,25725.0,DMfp,118.5400,25.9604,195.0803,24.5746,nan
1756967,209.797,16689.0,DMfp,177.5329,25.9609,214.3281,76.2481,nan
1756994,420.533,19846.0,DMfp,228.2322,25.9615,38.9984,58.4390,nan
1757085,306.055,25343.0,DMfp,147.6780,25.9645,203.9605,49.7861,nan
1757095,505.592,26426.0,DMfp,118.2950,25.9641,194.9952,24.3682,nan
1757159,271.519,24178.0,DMfp,193.6476,25.9659,334.3496,88.6405,nan
1757212,197.606,15028.0,DMfp,168.6378,25.9671,210.4753,68.3344,nan
1757544,320.479,21166.0,DMfp,235.8180,25.9735,41.2682,51.7437,nan
1757563,178.567,17112.0,DMfp,143.8312,25.9749,202.8232,46.4122,nan
1757609,359.584,27772.0,DMfp,170.8386,25.9752,211.2698,70.2930,nan
1757788,187.845,19551.0,DMfp,248.3493,25.9793,44.9442,40.7695,nan
1758124,159.148,14845.0,DMfp,248.3647,25.9873,44.9592,40.7580,nan
1758356,371.364,18943.0,DMfp,222.3440,25.9931,37.2326,63.6630,nan
1758433,203.142,16383.0,DMfp,226.6757,25.9952,38.5902,59.8229,nan
1758464,274.031,26526.0,DMfp,172.1509,25.9959,211.7212,71.4635,nan
1758546,407.193,26174.0,DMfp,118.2437,25.9977,194.9435,24.3361,nan
1758561,117.652,8929.0,DMtf,355.5038,25.9981,103.9914,-34.3074,nan
1758627,165.882,10136.0,DMfp,171.9442,25.9998,211.6269,71.2802,nan
1758697,247.628,18390.0,DMfp,222.3393,26.0017,37.2502,63.6685,nan
1758926,261.698,25010.0,DMfp,191.0133,26.0072,246.6911,88.0041,nan
1758930,292.281,25533.0,DMfp,214.6134,26.0074,34.5867,70.5351,nan
1759040,106.807,6800.0,DMtf,163.0580,26.0096,208.4934,63.3843,nan
1759053,412.857,28664.0,DMfp,218.0319,26.0101,35.8377,67.4956,nan
1759208,367.959,26461.0,DMfp,239.9248,26.0144,42.5259,48.1420,nan
1759233,480.618,24162.0,DMfp,160.0908,26.0150,207.5549,60.7541,nan
1759252,301.856,18959.0,DMfp,222.2778,26.0149,37.2599,63.7251,nan
1759318,317.541,16486.0,DMfp,226.2550,26.0171,38.5049,60.1991,nan
1759332,214.684,13230.0,DMfp,167.0319,26.0172,209.7827,66.9144,nan
1759659,354.65,24535.0,DMfp,230.8054,26.0249,39.8830,56.1749,nan
1759671,125.835,9790.0,DMfp,212.7908,26.0258,33.9235,72.1594,nan
1759748,556.929,26361.0,DMfp,130.0753,26.0268,198.6699,34.4603,nan
1759852,157.688,15371.0,DMfp,243.9939,26.0292,43.7304,44.5811,nan
1760125,261.698,24215.0,DMfp,165.6882,26.0356,209.2862,65.7233,nan
1760153,267.793,17592.0,DMfp,128.7048,26.0371,198.2378,33.2823,nan
1760270,30.241,2867.0,DMtf,183.1875,26.0401,217.9176,81.2847,nan
1760350,356.287,21088.0,DMfp,165.7148,26.0419,209.2799,65.7478,nan
1760724,366.269,17719.0,DMfp,244.2621,26.0516,43.8391,44.3520,nan
1760893,288.27,18735.0,DMfp,189.2720,26.0560,230.6048,86.6177,nan
1761024,209.797,15446.0,DMfp,176.5452,26.0595,213.4223,75.3829,nan
1761036,362.911,21107.0,DMfp,196.6858,26.0595,16.4477,86.4156,nan
1761043,252.232,20762.0,DMfp,245.6571,26.0600,44.2575,43.1356,nan
1761060,185.268,14615.0,DMfp,247.6116,26.0601,44.8304,41.4318,nan
1761069,344.985,26463.0,DMfp,240.3616,26.0605,42.7197,47.7687,nan
1761164,195.794,11838.0,DMfp,126.5916,26.0629,197.5543,31.4734,nan
1761179,314.63,24703.0,DMfp,223.9953,26.0635,37.9059,62.2094,nan
1761629,218.675,14584.0,DMfp,169.1432,26.0752,210.3627,68.7995,nan
1761702,507.925,26422.0,DMfp,240.3340,26.0776,42.7367,47.7966,nan
1761742,140.54,10376.0,DMfp,254.2245,26.0783,46.8229,35.6997,nan
1761841,401.606,25215.0,DMfp,224.1217,26.0812,37.9823,62.1002,nan
1761842,189.583,13086.0,DMfp,245.5743,26.0813,44.2616,43.2129,nan
1761874,478.41,23534.0,DMfp,130.5311,26.0817,198.7447,34.8688,nan
1761954,140.54,8721.0,DMfp,206.0858,26.0841,30.8806,78.1339,nan
1762111,510.27,29666.0,DMfp,216.3384,26.0878,35.4519,69.0123,nan
1762112,416.677,19699.0,DMfp,263.4369,26.0882,49.6989,27.7957,nan
1762133,605.062,24733.0,DMfp,148.8293,26.0889,204.1039,50.8240,nan
1762461,140.54,10510.0,DMfp,228.9072,26.0971,39.4533,57.8656,nan
1762659,467.52,29471.0,DMfp,246.7990,26.1025,44.6474,42.1500,nan
1762759,203.142,20922.0,DMfp,238.3467,26.1054,42.2048,49.5468,nan
1762966,253.396,16108.0,DMfp,226.1790,26.1100,38.6664,60.2819,nan
1762970,503.269,27541.0,DMfp,181.6878,26.1092,216.2302,79.9639,nan
1763031,277.843,20733.0,DMfp,244.7636,26.1117,44.0664,43.9278,nan
1763076,93.025,6955.0,DMtf,1.5357,26.1121,110.3997,-35.6549,nan
1763114,397.924,28369.0,DMfp,196.9451,26.1129,18.3176,86.2092,nan
1763271,469.678,29400.0,DMfp,120.2716,26.1171,195.4850,26.0949,nan
1763509,134.462,6996.0,DMtf,5.7251,26.1224,114.9778,-36.3082,nan
1763575,116.896,10200.0,DMfp,230.1433,26.1237,39.8645,56.7777,nan
1763621,12.723,1491.0,DMtf,37.0812,26.1253,148.6359,-31.8656,nan
1763791,412.857,22279.0,DMfp,203.4563,26.1288,29.3060,80.4775,nan
1763830,88.838,6891.0,DMtf,166.8224,26.1296,209.4298,66.7447,nan
1763847,183.569,14441.0,DMfp,121.0452,26.1306,195.7216,26.7565,nan
1763946,73.892,7692.0,DMtf,352.6250,26.1321,101.1260,-33.2893,nan
1764011,343.4,19722.0,DMfp,204.1219,26.1338,29.8392,79.8868,nan
1764097,179.721,13053.0,DMtf,144.8346,26.1372,202.8823,47.3271,nan
1764139,359.584,21465.0,DMfp,146.6380,26.1382,203.3989,48.9090,nan
1764290,207.874,17747.0,DMfp,191.4081,26.1407,249.8831,88.3695,nan
1764336,424.424,26753.0,DMfp,240.4476,26.1422,42.8631,47.7110,nan
1764473,271.519,18707.0,DMfp,207.0170,26.1458,31.7018,77.3139,nan
1764627,258.107,17771.0,DMfp,128.5085,26.1491,198.0492,33.1454,nan
1764759,416.677,29128.0,DMfp,118.5755,26.1518,194.8936,24.6685,nan
1764982,252.232,19130.0,DMfp,251.6985,26.1572,46.1604,37.9063,nan
1765165,369.658,24997.0,DMfp,149.2544,26.1614,204.1131,51.2124,nan
1765444,390.661,26213.0,DMfp,155.5765,26.1670,205.9217,56.7862,nan
1765461,304.649,21298.0,DMfp,144.9188,26.1675,202.8629,47.4074,nan
1765478,371.364,25148.0,DMfp,149.2029,26.1677,204.0886,51.1684,nan
1765614,373.078,22055.0,DMfp,204.9669,26.1704,30.6155,79.1408,nan
1765701,113.71,9233.0,DMfp,226.2012,26.1730,38.7985,60.2727,nan
1765817,338.688,21319.0,DMfp,196.5463,26.1745,17.6218,86.5697,nan
1765843,299.089,19571.0,DMfp,248.2897,26.1754,45.1778,40.8700,nan
1766131,394.276,23944.0,DMfp,149.6825,26.1821,204.2029,51.5930,nan
1766165,289.601,19283.0,DMfp,155.9313,26.1827,205.9963,57.1024,nan
1766233,412.857,27835.0,DMfp,226.4303,26.1847,38.8894,60.0718,nan
1766237,357.932,22424.0,DMfp,150.6579,26.1844,204.4780,52.4519,nan
1766326,448.539,26636.0,DMfp,240.2136,26.1869,42.8612,47.9258,nan
1766329,259.298,15692.0,DMfp,149.8613,26.1868,204.2466,51.7513,nan
1766449,500.956,24786.0,DMfp,149.2659,26.1897,204.0721,51.2282,nan
1766459,288.27,19278.0,DMfp,236.7909,26.1896,41.8879,50.9312,nan
1766723,361.243,24423.0,DMfp,149.5798,26.1955,204.1526,51.5055,nan
1766890,113.397,8106.0,DMtf,193.0230,26.1984,311.8960,89.0587,nan
1767100,258.107,15667.0,DMfp,249.3657,26.2047,45.5304,39.9421,nan
1767252,367.959,26481.0,DMfp,240.2001,26.2093,42.8900,47.9424,nan
1767340,272.772,18423.0,DMfp,207.3107,26.2115,32.1495,77.0610,nan
1767372,311.745,25786.0,DMfp,134.6448,26.2117,199.8215,38.4614,nan
1767450,299.089,21985.0,DMfp,200.2566,26.2134,26.7249,83.3280,nan
1767496,569.902,29935.0,DMfp,134.8373,26.2147,199.8747,38.6290,nan
1767894,116.038,8285.0,DMtf,116.4120,26.2246,194.1002,22.8665,nan
1767929,239.773,24553.0,DMfp,235.5498,26.2245,41.5894,52.0296,nan
1767949,255.741,13099.0,DMfp,246.4335,26.2253,44.7023,42.4980,nan
1767956,265.338,15614.0,DMfp,148.6188,26.2253,203.8325,50.6665,nan
1768003,249.919,21103.0,DMfp,166.1504,26.2260,208.9738,66.1617,nan
